lab,model,card,card_date,benchmark,x_kind,x_unit,x,y,y_metric,source_file,page,figure,confidence
openai,GPT-6 Astra,GPT-6 Astra system card,2026-09,NanoGPT,output tokens,tokens,24307.0,5.8,mean reward %,cards/openai/gpt-6-astra.html,,Figure 54,chart
openai,GPT-6 Astra,GPT-6 Astra system card,2026-09,NanoGPT,output tokens,tokens,84936.1,14.7,mean reward %,cards/openai/gpt-6-astra.html,,Figure 54,chart
openai,GPT-6 Astra,GPT-6 Astra system card,2026-09,NanoGPT,output tokens,tokens,90720.5,13.4,mean reward %,cards/openai/gpt-6-astra.html,,Figure 54,chart
openai,GPT-6 Astra,GPT-6 Astra system card,2026-09,NanoGPT,output tokens,tokens,188003.3,23.6,mean reward %,cards/openai/gpt-6-astra.html,,Figure 54,chart
openai,GPT-5.6 Sol,GPT-6 Astra system card,2026-09,NanoGPT,output tokens,tokens,5063.3,2.4,mean reward %,cards/openai/gpt-6-astra.html,,Figure 54,chart
openai,GPT-5.6 Sol,GPT-6 Astra system card,2026-09,NanoGPT,output tokens,tokens,20793.3,3.3,mean reward %,cards/openai/gpt-6-astra.html,,Figure 54,chart
openai,GPT-5.6 Sol,GPT-6 Astra system card,2026-09,NanoGPT,output tokens,tokens,42310.0,4.7,mean reward %,cards/openai/gpt-6-astra.html,,Figure 54,chart
openai,GPT-5.6 Sol,GPT-6 Astra system card,2026-09,NanoGPT,output tokens,tokens,69960.3,5.2,mean reward %,cards/openai/gpt-6-astra.html,,Figure 54,chart
openai,GPT-5.6 Sol,GPT-6 Astra system card,2026-09,NanoGPT,output tokens,tokens,185559.8,16.6,mean reward %,cards/openai/gpt-6-astra.html,,Figure 54,chart
openai,GPT-6 Astra,GPT-6 Astra system card,2026-09,PostTrainBench Lite,output tokens,tokens,11077.9,56.4,mean reward %,cards/openai/gpt-6-astra.html,,Figure 55,chart
openai,GPT-6 Astra,GPT-6 Astra system card,2026-09,PostTrainBench Lite,output tokens,tokens,84398.1,62.5,mean reward %,cards/openai/gpt-6-astra.html,,Figure 55,chart
openai,GPT-6 Astra,GPT-6 Astra system card,2026-09,PostTrainBench Lite,output tokens,tokens,107323.0,64.2,mean reward %,cards/openai/gpt-6-astra.html,,Figure 55,chart
openai,GPT-6 Astra,GPT-6 Astra system card,2026-09,PostTrainBench Lite,output tokens,tokens,244060.4,77.0,mean reward %,cards/openai/gpt-6-astra.html,,Figure 55,chart
openai,GPT-5.6 Sol,GPT-6 Astra system card,2026-09,PostTrainBench Lite,output tokens,tokens,7509.9,31.0,mean reward %,cards/openai/gpt-6-astra.html,,Figure 55,chart
openai,GPT-5.6 Sol,GPT-6 Astra system card,2026-09,PostTrainBench Lite,output tokens,tokens,23316.6,52.3,mean reward %,cards/openai/gpt-6-astra.html,,Figure 55,chart
openai,GPT-5.6 Sol,GPT-6 Astra system card,2026-09,PostTrainBench Lite,output tokens,tokens,33004.0,52.7,mean reward %,cards/openai/gpt-6-astra.html,,Figure 55,chart
openai,GPT-5.6 Sol,GPT-6 Astra system card,2026-09,PostTrainBench Lite,output tokens,tokens,45849.8,44.5,mean reward %,cards/openai/gpt-6-astra.html,,Figure 55,chart
openai,GPT-5.6 Sol,GPT-6 Astra system card,2026-09,PostTrainBench Lite,output tokens,tokens,77865.6,52.1,mean reward %,cards/openai/gpt-6-astra.html,,Figure 55,chart
